캠퍼스,대학/교양,학과/전공/영역,개설대학,개설학과,학년,과정,이수구분,과목번호,분반,과목명,학점,시간,담당교수,폐강,강의시간,유연학기,비고,수업유형
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,1,학사,전공기초,17438,4,일반물리실험(2),1,2,윤옥자,,"화9,10 / 207관 405호 <일반물리실험실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,1,학사,전공기초,17438,5,일반물리실험(2),1,2,강궁원,,"수9,10 / 207관 313호 <일반물리실험실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,1,학사,전공기초,17438,6,일반물리실험(2),1,2,조광희,,"수9,10 / 207관 405호 <일반물리실험실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,1,학사,전공기초,17438,7,일반물리실험(2),1,2,조광희,,"목9,10 / 207관 313호 <일반물리실험실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,1,학사,전공기초,17438,8,일반물리실험(2),1,2,윤옥자,,"목9,10 / 207관 405호 <일반물리실험실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,5,창의와소통,2,2,유경애,,"월7,8 / 209관 101호 <창의융합프로젝트 세미나실>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,6,창의와소통,2,2,최윤경,,"월7,8 / 310관 705호 <다빈치클래스룸>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,15,창의와소통,2,2,홍경남,,"화7,8 / 310관 728호 <강의실>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,16,창의와소통,2,2,유경애,,"화7,8 / 310관 803호 <강의실>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,17,창의와소통,2,2,이연도,,"화7,8 / 209관 101호 <창의융합프로젝트 세미나실>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,18,창의와소통,2,2,이주영,,"화7,8 / 310관 520호 <강의실>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,대학(전체),,1,학사,교양,49949,27,창의와소통,2,2,이연도,,"수7,8 / 310관 B210호 <SW융합전용 PC실2>",,공통교양 창의ICT공과대학 1학년[[수강대상 : 전자전기공학부1년  컴퓨터공학부1년  컴퓨터공학1년  소프트웨어1년  융합공학부1년  바이오메디컬공학1년  나노바이오소재공학1년  디지털이미징1년  나노소재공학1년  융합교양학부1년  소프트웨어학부1년  차세대반도체학과1년  지능형반도체공학과1년]],
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,49156,1,객체지향프로그래밍,3,3,박호현,,"화7 / 목7,8 / 207관 604호 <창의설계/실습실> / 746호 <박호현교수실>",,"MSC,코드쉐어(소프트,융합)",혼합형(실시간+동영상)
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,49156,4,객체지향프로그래밍,3,3,김나경,,"목7,8 / 310관 B309호 <전자전기공학부 PC강의실>",,"MSC,코드쉐어(소프트,융합)",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,49156,5,객체지향프로그래밍,3,3,유성욱,,"화7 / 목7,8 / 310관 616호 <강의실> / 619호 <강의실>",,"MSC,코드쉐어(소프트,융합)",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,49156,2,객체지향프로그래밍 (영어A강의),3,3,이민혁,,"금1,2 / 310관 B309호 <전자전기공학부 PC강의실>",,"MSC,코드쉐어(소프트,융합)",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,49156,3,객체지향프로그래밍 (영어A강의),3,3,강병근,,"수4, 금3,4 / 310관 B309호 <전자전기공학부 PC강의실>",,"MSC,코드쉐어(소프트,융합)",동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공필수,4746,2,기초전자회로,3,3,백동현,,"월7,8 / 수7 / 310관 613호 <강의실> / 616호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공필수,4746,3,기초전자회로,3,3,송상헌,,"월7,8, 수7 / 310관 617호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공필수,4746,4,기초전자회로,3,3,남궁석,,"수1,2 / 월2 / 207관 234호 <강의실> / 310관 616호 <강의실>",,공학주제,혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공필수,4746,5,기초전자회로,3,3,심용,,"월2, 수1,2 / 310관 617호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공필수,4746,1,기초전자회로 (영어A강의),3,3,한동현,,"수1,2 / 월2 / 310관 625호 <한동현> / B309호 <전자전기공학부 PC강의실>",,공학주제,동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,11934,2,수치해석,3,3,유성진,,"화5,6 / 목5 / 209관 206호 <유성진 교수실> / 310관 B309호 <전자전기공학부 PC강의실>",,MSC,동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,11934,3,수치해석,3,3,문운철,,"목5 / 화5,6 / 310관 616호 <강의실> / 726호 <강의실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,11934,1,수치해석 (영어A강의),3,3,최형태,,"화3,4 / 310관 726호 <강의실>",,MSC,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,11934,4,수치해석 (영어A강의),3,3,최형태,,"화5,6 / 목6 / 310관 640호 <최형태> / B309호 <전자전기공학부 PC강의실>",,MSC,동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,11934,5,수치해석 (영어A강의),3,3,최근창,,"화3,4 / 목3 / 310관 630호 <최근창> / B309호 <전자전기공학부 PC강의실>",,MSC,동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,1,전기회로설계실습,2,4,김민휘,,"월9,10,11,12 / 207관 704호 <공통기초실험실 (4)>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,2,전기회로설계실습,2,4,노종석,,"월9,10,11,12 / 207관 705호 <공통기초실험실3>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,3,전기회로설계실습,2,4,최영완,,"월9,10,11,12 / 207관 708호 <공통기초실험실2>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,4,전기회로설계실습,2,4,심덕선,,"화9,10,11,12 / 207관 704호 <공통기초실험실 (4)>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,5,전기회로설계실습,2,4,백창욱,,"화9,10,11,12 / 207관 705호 <공통기초실험실3>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,6,전기회로설계실습,2,4,문운철,,"화9,10,11,12 / 207관 708호 <공통기초실험실2>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,7,전기회로설계실습,2,4,남궁석,,"수9,10,11,12 / 207관 704호 <공통기초실험실 (4)>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,8,전기회로설계실습,2,4,송상헌,,"수9,10,11,12 / 207관 705호 <공통기초실험실3>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,9,전기회로설계실습,2,4,최대현,,"수9,10,11,12 / 207관 708호 <공통기초실험실2>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,10,전기회로설계실습,2,4,이경재,,"목9,10,11,12 / 207관 705호 <공통기초실험실3>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,35792,11,전기회로설계실습,2,4,최대현,,"목9,10,11,12 / 207관 708호 <공통기초실험실2>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,18731,1,전자장,3,3,김정필,,"수1,2 / 310관 613호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,18731,3,전자장,3,3,임성준,,"월3,4 / 310관 616호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,18731,4,전자장,3,3,최영완,,"월6 / 수5,6 / 310관 617호 <강의실> / 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,18731,2,전자장 (영어A강의),3,3,이한림,,"월3,4 / 수3 / 310관 613호 <강의실> / 616호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,25058,1,회로및시스템,3,3,백창욱,,"금5,6 / 수6 / 207관 632호 <백창욱> / 310관 B309호 <전자전기공학부 PC강의실>",,공학주제,동영상
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,25058,3,회로및시스템,3,3,김정필,,"목1,2 / 310관 613호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,25058,4,회로및시스템,3,3,조형준,,"화1 / 목1,2 / 310관 616호 <강의실> / 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,2,학사,전공,25058,2,회로및시스템 (영어A강의),3,3,노종석,,"수6 / 금5,6 / 310관 616호 <강의실> / 726호 <강의실>",,공학주제,혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,25190,2,ASIC설계,3,3,이우주,,"화7,8 / 목7 / 310관 638호 <이우주>",,공학주제,혼합형(실시간+동영상)
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,25190,3,ASIC설계,3,3,심용,,"화7,8, 목7 / 310관 613호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,25190,1,ASIC설계 (영어A강의),3,3,한동현,,"화1,2 / 310관 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,8202,1,반도체공학,3,3,김민휘,,"화5,6 / 310관 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,8202,2,반도체공학,3,3,권혁인,,"수6 / 월5,6 / 310관 613호 <강의실> / 616호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,8202,3,반도체공학 (영어A강의),3,3,남궁석,,"화5,6, 목5 / 207관 234호 <강의실>",,공학주제,혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,1,아날로그및디지털회로설계실습,2,4,백광현,,"월9,10,11,12 / 207관 602호 <전자전기공학부 실험실5>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,2,아날로그및디지털회로설계실습,2,4,권혁인,,"월9,10,11,12 / 207관 603호 <전자전기공학부 실험실6>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,3,아날로그및디지털회로설계실습,2,4,이우주,,"월9,10,11,12 / 207관 703호 <전자전기공학부 실험실7>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,4,아날로그및디지털회로설계실습,2,4,임성준,,"월9,10,11,12 / 207관 702호 <전자전기공학부 실험실8>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,5,아날로그및디지털회로설계실습,2,4,이민혁,,"수9,10,11,12 / 207관 603호 <전자전기공학부 실험실6>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,6,아날로그및디지털회로설계실습,2,4,최형태,,"수9,10,11,12 / 207관 703호 <전자전기공학부 실험실7>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,7,아날로그및디지털회로설계실습,2,4,백동현,,"수9,10,11,12 / 207관 702호 <전자전기공학부 실험실8>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,8,아날로그및디지털회로설계실습,2,4,유성진,,"목9,10,11,12 / 207관 602호 <전자전기공학부 실험실5>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,9,아날로그및디지털회로설계실습,2,4,정진곤,,"목9,10,11,12 / 207관 603호 <전자전기공학부 실험실6>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,10,아날로그및디지털회로설계실습,2,4,강병근,,"목9,10,11,12 / 207관 703호 <전자전기공학부 실험실7>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,35794,11,아날로그및디지털회로설계실습,2,4,백동현,,"목9,10,11,12 / 207관 702호 <전자전기공학부 실험실8>",,공학주제(설계2),
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,14209,1,에너지변환공학,3,3,곽상신,,"수3,4 / 310관 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,14209,2,에너지변환공학,3,3,백창욱,,"월3,4 / 310관 617호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,14209,3,에너지변환공학 (영어A강의),3,3,노종석,,"월7,8 / 310관 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,15841,1,운영체제 (영어A강의),3,3,홍철호,,"수7,8,9 / 310관 619호 <강의실>",,"공학주제,코드쉐어(소프트)",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,15841,2,운영체제 (영어A강의),3,3,김나경,,"월1,2, 수2 / 310관 619호 <강의실>",,"공학주제,코드쉐어(소프트)",혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,17903,2,자동제어,3,3,최형태,,"수5, 금5,6 / 310관 617호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,17903,3,자동제어,3,3,유성진,,"월5,6 / 207관 234호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,17903,4,자동제어,3,3,문운철,,"수5, 금5,6 / 310관 616호 <강의실>",,공학주제,혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,17903,1,자동제어 (영어A강의),3,3,전웅선,,"월7,8, 수7 / 310관 726호 <강의실>",,공학주제,혼합형(원격70%이상)+대면수업
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,21919,1,통신공학,3,3,이정우,,"화3,4 / 목3 / 310관 619호 <강의실> / 726호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,21919,2,통신공학 (영어A강의),3,3,정진곤,,"화3,4 / 310관 616호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,3,학사,전공,21919,3,통신공학 (영어A강의),3,3,이경재,,"화3,4, 목4 / 207관 234호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,55388,1,RF시스템 공학 (영어A강의),3,3,이한림,,"목7 / 화7,8 / 310관 616호 <강의실> / 726호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,59870,1,고급인공지능,3,3,김나경,,"목3,4 / 310관 613호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,6504,1,디지털통신,3,3,이경재,,"수5, 금5,6 / 207관 234호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,59199,1,생성형인공지능 (영어A강의),3,3,이민혁,,"월7,8 / 207관 234호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,59869,1,아날로그 및 RF IC설계와 응용,3,3,백동현,,"수2 / 월1,2 / 310관 616호 <강의실> / 726호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,49154,1,알고리즘,3,3,박호현,,"화3,4 / 310관 613호 <강의실>",,"공학주제,코드쉐어(소프트,디지털이미징)",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,59376,1,인공지능 반도체시스템설계,3,3,한동현,,"화5 / 목5,6 / 310관 613호 <강의실> / 619호 <강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,42218,1,전자전기세미나,1,2,권혁인,,"수9,10 / 310관 B602호 <대형강의실>",,공학주제,
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,1,종합설계,3,6,강병근,,"금7,8,9,10,11,12 / 207관 641호 <강병근>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,2,종합설계,3,6,곽상신,,"금7,8,9,10,11,12 / 207관 729호 <곽상신교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,3,종합설계,3,6,권혁인,,"금7,8,9,10,11,12 / 310관 637호 <권혁인>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,4,종합설계,3,6,김나경,,"금7,8,9,10,11,12 / 207관 728호 <김나경교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,5,종합설계,3,6,김민휘,,"금7,8,9,10,11,12 / 310관 631호 <김민휘>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,6,종합설계,3,6,김정필,,"금7,8,9,10,11,12 / 207관 628호 <김정필교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,7,종합설계,3,6,김준성,,"금7,8,9,10,11,12 / 207관 730호 <김준성교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,8,종합설계,3,6,남궁석,,"금7,8,9,10,11,12 / 207관 745호 <남궁석>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,9,종합설계,3,6,노종석,,"금7,8,9,10,11,12 / 310관 633호 <노종석>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,10,종합설계,3,6,문운철,,"금7,8,9,10,11,12 / 207관 543호 <문운철>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,11,종합설계,3,6,백광현,,"금7,8,9,10,11,12 / 310관 629호 <백광현>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,12,종합설계,3,6,백동현,,"금7,8,9,10,11,12 / 207관 423호 <백동현>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,13,종합설계,3,6,백창욱,,"금7,8,9,10,11,12 / 207관 632호 <백창욱>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,14,종합설계,3,6,송상헌,,"금7,8,9,10,11,12 / 207관 428호 <송상헌교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,15,종합설계,3,6,심덕선,,"금7,8,9,10,11,12 / 207관 744호 <심덕선교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,16,종합설계,3,6,심용,,"금7,8,9,10,11,12 / 310관 628호 <심용>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,17,종합설계,3,6,유성욱,,"금7,8,9,10,11,12 / 207관 532호 <유성욱>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,18,종합설계,3,6,유성진,,"금7,8,9,10,11,12 / 209관 206호 <유성진 교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,19,종합설계,3,6,이경재,,"금7,8,9,10,11,12 / 207관 544호 <이경재>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,20,종합설계,3,6,이민혁,,"금7,8,9,10,11,12 / 207관 629호 <이민혁>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,21,종합설계,3,6,이우주,,"금7,8,9,10,11,12 / 310관 638호 <이우주>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,22,종합설계,3,6,이정우,,"금7,8,9,10,11,12 / 207관 631호 <이정우>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,23,종합설계,3,6,이한림,,"금7,8,9,10,11,12 / 310관 635호 <이한림>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,24,종합설계,3,6,임성준,,"금7,8,9,10,11,12 / 207관 627호 <임성준교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,25,종합설계,3,6,전웅선,,"금7,8,9,10,11,12 / 207관 725호 <전웅선교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,26,종합설계,3,6,정진곤,,"금7,8,9,10,11,12 / 310관 634호 <정진곤>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,27,종합설계,3,6,조형준,,"금7,8,9,10,11,12 / 309관 305호 <조형준 교수실>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,28,종합설계,3,6,최근창,,"금7,8,9,10,11,12 / 310관 630호 <최근창>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,29,종합설계,3,6,최대현,,"금7,8,9,10,11,12 / 207관 633호 <최대현>",,"공학주제(설계3),논문미신청자 수강불가",
서울,창의ICT공과대학,전자전기공학부,창의ICT공과대학,전자전기공학부,4,학사,전공,54589,30,종합설계,3,6,최영완,,"금7,8,9,10,11,12 / 207관 747호 <최영완교수실>",,"공학주제(설계3),논문미신청자 수강불가",
